id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_%_equipe,centile_True_Shooting_%_equipe,True_Shooting_%_opp,centile_True_Shooting_%_opp,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,minutes_filtre,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes
LRR-33HLRR-35NLRR-20LLRR-13BLRR-3S,"33 R. Hawkins, 35 J. Niziol, 20 M. Leray, 13 J. Belo-Osagie, 3 S. Sessoms",-17,12:17,28,18,19,8,12,8,66.7,80,7,0,0.0,1,2,2,100.0,90,7,0,7,8,2,3,6,31,35,23,13,12,6,50.0,38,11,7,63.6,97,3,2,66.7,26,15,4,11,7,1,3,5,La Rochelle Rupella,Betclic Elite,33 R. Hawkins,35 J. Niziol,20 M. Leray,13 J. Belo-Osagie,3 S. Sessoms,LRR-33H,LRR-35N,LRR-20L,LRR-13B,LRR-3S,737.0,29,64.28571428571429,12,112.90322580645164,7,-48.61751152073734,4,91.18046132971506,30,100.94979647218454,25,-9.769335142469489,21,45.27162977867204,12,71.95723684210526,92,-26.685607063433224,6,90.54325955734409,12,143.91447368421052,7,-53.37121412686645,6,blue
LRR-35NLRR-20LLRR-10CLRR-21MLRR-13B,"35 J. Niziol, 20 M. Leray, 10 G. Clerc, 21 C. Moore, 13 J. Belo-Osagie",-1,12:10,31,27,17,7,7,2,28.6,4,10,5,50.0,80,9,8,88.9,75,4,0,4,5,4,5,6,27,28,15,9,11,6,54.5,53,4,3,75.0,100,9,7,77.8,49,11,3,8,4,1,6,6,La Rochelle Rupella,Betclic Elite,35 J. Niziol,20 M. Leray,10 G. Clerc,21 C. Moore,13 J. Belo-Osagie,LRR-35N,LRR-20L,LRR-10C,LRR-21M,LRR-13B,730.0,28,87.09677419354838,51,103.7037037037037,14,-16.60692951015531,22,101.91780821917808,72,88.76712328767124,78,13.150684931506843,84,64.40839694656488,70,73.83966244725738,94,-9.431265500692504,26,128.81679389312976,70,147.67932489451476,5,-18.86253100138501,26,blue
LRR-33HLRR-69HLRR-4CLRR-13BLRR-3S,"33 R. Hawkins, 69 L. Hergott, 4 T. Cheese, 13 J. Belo-Osagie, 3 S. Sessoms",-13,11:59,25,15,15,5,11,5,45.5,25,4,0,0.0,1,6,5,83.3,64,5,0,5,4,2,3,5,28,28,18,11,11,7,63.6,76,7,4,57.1,92,2,2,100.0,90,12,2,10,6,3,5,8,La Rochelle Rupella,Betclic Elite,33 R. Hawkins,69 L. Hergott,4 T. Cheese,13 J. Belo-Osagie,3 S. Sessoms,LRR-33H,LRR-69H,LRR-4C,LRR-13B,LRR-3S,719.0,25,60.0,8,100.0,19,-40.0,8,83.44923504867872,10,93.46314325452016,59,-10.013908205841446,20,42.517006802721085,7,74.15254237288136,95,-31.635535570160272,4,85.03401360544217,7,148.3050847457627,4,-63.271071140320544,4,blue
LRR-33HLRR-20LLRR-10CLRR-69HLRR-13B,"33 R. Hawkins, 20 M. Leray, 10 G. Clerc, 69 L. Hergott, 13 J. Belo-Osagie",-17,11:13,25,14,15,5,8,4,50.0,34,7,1,14.3,7,4,3,75.0,43,4,1,3,6,2,4,2,26,31,20,13,11,8,72.7,92,9,5,55.6,90,0,0,0.0,1,9,2,7,5,3,3,5,La Rochelle Rupella,Betclic Elite,33 R. Hawkins,20 M. Leray,10 G. Clerc,69 L. Hergott,13 J. Belo-Osagie,LRR-33H,LRR-20L,LRR-10C,LRR-69H,LRR-13B,673.0,18,56.00000000000001,4,119.23076923076924,3,-63.23076923076922,1,89.15304606240713,23,92.7191679049034,64,-3.566121842496287,37,41.76610978520286,6,77.5,97,-35.73389021479714,2,83.53221957040572,6,155.0,2,-71.46778042959428,2,blue
LRR-33HLRR-35NLRR-20LLRR-10CLRR-13B,"33 R. Hawkins, 35 J. Niziol, 20 M. Leray, 10 G. Clerc, 13 J. Belo-Osagie",-3,10:49,28,21,16,6,10,4,40.0,15,6,2,33.3,39,8,7,87.5,73,9,3,6,7,2,7,9,26,24,14,8,8,6,75.0,94,6,2,33.3,42,7,6,85.7,71,5,0,5,4,3,5,7,La Rochelle Rupella,Betclic Elite,33 R. Hawkins,35 J. Niziol,20 M. Leray,10 G. Clerc,13 J. Belo-Osagie,LRR-33H,LRR-35N,LRR-20L,LRR-10C,LRR-13B,649.0,13,75.0,29,92.3076923076923,32,-17.307692307692307,20,103.54391371340525,78,96.14791987673344,44,7.395993836671806,71,53.790983606557376,35,70.25761124121782,87,-16.46662763466044,13,107.58196721311477,35,140.51522248243563,12,-32.93325526932088,13,blue
LRR-33HLRR-35NLRR-20LLRR-69HLRR-13B,"33 R. Hawkins, 35 J. Niziol, 20 M. Leray, 69 L. Hergott, 13 J. Belo-Osagie",-16,10:43,20,10,14,2,5,1,20.0,1,9,1,11.1,5,8,5,62.5,20,5,0,5,3,3,2,2,27,26,19,10,11,6,54.5,53,8,4,50.0,84,3,2,66.7,26,16,4,12,8,1,5,4,La Rochelle Rupella,Betclic Elite,33 R. Hawkins,35 J. Niziol,20 M. Leray,69 L. Hergott,13 J. Belo-Osagie,LRR-33H,LRR-35N,LRR-20L,LRR-69H,LRR-13B,643.0,10,50.0,1,96.29629629629628,25,-46.29629629629629,5,74.65007776049767,3,100.77760497667184,26,-26.127527216174187,3,28.538812785388128,0,63.976377952755904,73,-35.43756516736778,2,57.077625570776256,0,127.9527559055118,26,-70.87513033473556,2,blue
CL-11CCL-15LCL-5BCL-2BCL-39B,"11 A. Chassang, 15 N. Lang, 5 T. Bluiett, 2 L. Beaufort, 39 K. Baptiste",-15,93:12,218,187,145,72,77,42,54.5,45,68,30,44.1,70,22,13,59.1,17,68,17,51,57,14,31,44,219,202,146,72,90,51,56.7,60,56,21,37.5,58,54,37,68.5,30,70,18,52,51,16,25,34,CSP Limoges,Betclic Elite,11 A. Chassang,15 N. Lang,5 T. Bluiett,2 L. Beaufort,39 K. Baptiste,CL-11C,CL-15L,CL-5B,CL-2B,CL-39B,5592.0,99,85.77981651376146,49,92.23744292237444,33,-6.457626408612967,38,93.56223175965664,39,93.99141630901288,57,-0.4291845493562221,46,60.44737522627359,56,59.4957587181904,57,0.9516165080831982,48,120.8947504525472,56,118.9915174363808,42,1.9032330161663964,48,blue
CL-11CCL-15LCL-5BCL-0BCL-39B,"11 A. Chassang, 15 N. Lang, 5 T. Bluiett, 0 S. Boum, 39 K. Baptiste",9,34:46,78,70,53,25,27,15,55.6,48,26,10,38.5,56,13,10,76.9,47,35,7,28,13,4,11,16,87,61,56,20,29,13,44.8,25,27,7,25.9,22,22,14,63.6,21,29,10,19,16,6,10,16,CSP Limoges,Betclic Elite,11 A. Chassang,15 N. Lang,5 T. Bluiett,0 S. Boum,39 K. Baptiste,CL-11C,CL-15L,CL-5B,CL-0B,CL-39B,2086.0,86,89.74358974358975,59,70.11494252873564,81,19.628647214854112,71,89.74113135186961,25,100.09587727708532,29,-10.35474592521571,18,59.60490463215259,54,46.43727161997563,15,13.167633012176957,75,119.20980926430518,54,92.87454323995128,84,26.335266024353917,75,blue
CL-11CCL-15LCL-5BCL-39BCL-17A,"11 A. Chassang, 15 N. Lang, 5 T. Bluiett, 39 K. Baptiste, 17 V. Amsellem",16,32:58,75,74,51,28,31,20,64.5,75,20,8,40.0,61,16,10,62.5,20,24,5,19,21,4,11,14,77,58,53,24,31,16,51.6,43,22,8,36.4,55,5,2,40.0,5,23,6,17,18,6,10,11,CSP Limoges,Betclic Elite,11 A. Chassang,15 N. Lang,5 T. Bluiett,39 K. Baptiste,17 V. Amsellem,CL-11C,CL-15L,CL-5B,CL-39B,CL-17A,1978.0,85,98.66666666666669,72,75.32467532467533,69,23.341991341991346,78,91.0010111223458,28,93.42770475227502,60,-2.4266936299292183,40,63.74913852515507,67,52.53623188405797,31,11.2129066410971,74,127.49827705031014,67,105.07246376811594,68,22.4258132821942,74,blue
CL-11CCL-15LCL-39BCL-17ACL-32G,"11 A. Chassang, 15 N. Lang, 39 K. Baptiste, 17 V. Amsellem, 32 M. Guisse",-14,32:23,72,58,47,22,26,14,53.8,43,21,8,38.1,55,10,6,60.0,18,24,5,19,15,2,13,9,74,72,56,30,34,23,67.6,84,22,7,31.8,36,6,5,83.3,63,25,5,20,17,10,7,13,CSP Limoges,Betclic Elite,11 A. Chassang,15 N. Lang,39 K. Baptiste,17 V. Amsellem,32 M. Guisse,CL-11C,CL-15L,CL-39B,CL-17A,CL-32G,1943.0,84,80.55555555555556,39,97.2972972972973,23,-16.74174174174175,21,88.93463715903242,22,91.40504374678332,69,-2.470406587750901,40,56.42023346303502,41,61.39154160982264,65,-4.971308146787621,34,112.84046692607004,41,122.78308321964528,34,-9.942616293575242,34,blue
CL-11CCL-15LCL-2BCL-0BCL-39B,"11 A. Chassang, 15 N. Lang, 2 L. Beaufort, 0 S. Boum, 39 K. Baptiste",-20,30:51,73,52,51,22,32,16,50.0,34,19,6,31.6,34,2,2,100.0,90,21,7,14,16,6,11,8,63,72,47,25,20,12,60.0,69,27,13,48.1,80,10,9,90.0,77,24,3,21,18,5,11,8,CSP Limoges,Betclic Elite,11 A. Chassang,15 N. Lang,2 L. Beaufort,0 S. Boum,39 K. Baptiste,CL-11C,CL-15L,CL-2B,CL-0B,CL-39B,1851.0,82,71.23287671232876,23,114.28571428571428,5,-43.05283757338552,6,94.6515397082658,43,81.68557536466774,92,12.96596434359806,84,50.115651503469536,23,70.03891050583658,86,-19.923259002367047,10,100.23130300693909,23,140.07782101167317,13,-39.846518004734094,10,blue
CL-15LCL-5BCL-10OCL-2BCL-93D,"15 N. Lang, 5 T. Bluiett, 10 M. Osborne, 2 L. Beaufort, 93 M. Diarra",-4,28:40,69,46,38,15,27,11,40.7,17,11,4,36.4,46,16,12,75.0,43,21,6,15,12,5,8,12,66,50,48,19,28,12,42.9,21,20,7,35.0,49,9,5,55.6,13,23,9,14,16,5,9,15,CSP Limoges,Betclic Elite,15 N. Lang,5 T. Bluiett,10 M. Osborne,2 L. Beaufort,93 M. Diarra,CL-15L,CL-5B,CL-10O,CL-2B,CL-93D,1720.0,81,66.66666666666666,16,75.75757575757575,67,-9.090909090909092,32,96.27906976744184,50,92.09302325581396,66,4.186046511627893,63,51.06571936056839,25,48.1139337952271,18,2.951785565341289,53,102.13143872113676,25,96.2278675904542,81,5.903571130682579,53,blue
CL-11CCL-15LCL-5BCL-17ACL-32G,"11 A. Chassang, 15 N. Lang, 5 T. Bluiett, 17 V. Amsellem, 32 M. Guisse",-8,28:21,67,56,48,20,26,10,38.5,13,22,10,45.5,73,6,6,100.0,90,20,9,11,14,5,6,10,58,64,39,23,17,14,82.4,98,22,9,40.9,70,11,9,81.8,58,20,6,14,15,2,11,10,CSP Limoges,Betclic Elite,11 A. Chassang,15 N. Lang,5 T. Bluiett,17 V. Amsellem,32 M. Guisse,CL-11C,CL-15L,CL-5B,CL-17A,CL-32G,1701.0,80,83.5820895522388,45,110.34482758620688,8,-26.76273803396809,15,94.5326278659612,43,81.8342151675485,92,12.698412698412696,83,55.29225908372828,39,72.99270072992701,93,-17.700441646198726,12,110.58451816745657,39,145.98540145985402,6,-35.40088329239745,12,blue
CL-15LCL-5BCL-0BCL-39BCL-93D,"15 N. Lang, 5 T. Bluiett, 0 S. Boum, 39 K. Baptiste, 93 M. Diarra",-3,21:53,52,36,28,8,15,4,26.7,3,13,4,30.8,33,19,16,84.2,67,23,2,21,12,1,6,9,48,39,36,14,22,10,45.5,27,14,4,28.6,28,10,7,70.0,31,20,3,17,12,1,3,16,CSP Limoges,Betclic Elite,15 N. Lang,5 T. Bluiett,0 S. Boum,39 K. Baptiste,93 M. Diarra,CL-15L,CL-5B,CL-0B,CL-39B,CL-93D,1313.0,71,69.23076923076923,19,81.25,57,-12.019230769230774,29,95.04950495049503,44,87.73800456968775,81,7.311500380807303,70,49.50495049504951,21,48.26732673267327,18,1.2376237623762378,50,99.009900990099,21,96.53465346534654,81,2.475247524752476,50,blue
CL-15LCL-5BCL-39BCL-17ACL-93D,"15 N. Lang, 5 T. Bluiett, 39 K. Baptiste, 17 V. Amsellem, 93 M. Diarra",4,20:33,52,41,34,16,18,10,55.6,48,16,6,37.5,51,9,3,33.3,3,21,6,15,14,3,4,12,51,37,33,14,16,11,68.8,86,17,3,17.6,9,8,6,75.0,41,19,5,14,11,1,5,13,CSP Limoges,Betclic Elite,15 N. Lang,5 T. Bluiett,39 K. Baptiste,17 V. Amsellem,93 M. Diarra,CL-15L,CL-5B,CL-39B,CL-17A,CL-93D,1233.0,67,78.84615384615384,37,72.54901960784314,76,6.297134238310704,56,101.21654501216544,71,99.27007299270072,32,1.946472019464736,56,54.00421496311907,36,50.65717415115005,26,3.3470408119690163,54,108.00842992623814,36,101.3143483023001,73,6.6940816239380325,54,blue
CL-15LCL-5BCL-2BCL-39BCL-93D,"15 N. Lang, 5 T. Bluiett, 2 L. Beaufort, 39 K. Baptiste, 93 M. Diarra",8,17:38,42,46,31,17,19,10,52.6,41,12,7,58.3,90,11,5,45.5,5,16,5,11,11,4,4,10,45,38,28,12,14,9,64.3,78,14,3,21.4,12,14,11,78.6,51,12,4,8,9,1,7,7,CSP Limoges,Betclic Elite,15 N. Lang,5 T. Bluiett,2 L. Beaufort,39 K. Baptiste,93 M. Diarra,CL-15L,CL-5B,CL-2B,CL-39B,CL-93D,1058.0,56,109.52380952380952,86,84.44444444444444,50,25.07936507936509,80,95.27410207939508,46,102.07939508506615,20,-6.805293005671075,28,64.17410714285714,68,55.62060889929743,40,8.553498243559709,66,128.34821428571428,68,111.24121779859486,59,17.106996487119417,66,blue
CL-5BCL-10OCL-17ACL-32GCL-93D,"5 T. Bluiett, 10 M. Osborne, 17 V. Amsellem, 32 M. Guisse, 93 M. Diarra",-7,16:59,41,27,23,8,15,6,40.0,15,8,2,25.0,22,14,9,64.3,22,14,2,12,7,1,3,11,45,34,25,10,14,6,42.9,21,11,4,36.4,55,12,10,83.3,63,15,2,13,6,1,6,14,CSP Limoges,Betclic Elite,5 T. Bluiett,10 M. Osborne,17 V. Amsellem,32 M. Guisse,93 M. Diarra,CL-5B,CL-10O,CL-17A,CL-32G,CL-93D,1019.0,53,65.85365853658537,15,75.55555555555556,68,-9.701897018970186,31,96.56526005888124,52,105.98626104023552,12,-9.421000981354268,22,46.2962962962963,14,56.14266842800528,45,-9.846372131708982,26,92.5925925925926,14,112.28533685601056,54,-19.692744263417964,26,blue
CL-0TCL-11CCL-15LCL-5BCL-39B,"0 T. Terry, 11 A. Chassang, 15 N. Lang, 5 T. Bluiett, 39 K. Baptiste",-3,16:46,41,34,24,10,15,4,26.7,3,9,6,66.7,97,11,8,72.7,38,12,4,8,9,3,8,5,32,37,23,14,17,12,70.6,90,6,2,33.3,42,7,7,100.0,90,10,1,9,9,5,4,9,CSP Limoges,Betclic Elite,0 T. Terry,11 A. Chassang,15 N. Lang,5 T. Bluiett,39 K. Baptiste,CL-0T,CL-11C,CL-15L,CL-5B,CL-39B,1006.0,52,82.92682926829268,43,115.625,4,-32.69817073170732,12,97.8131212723658,60,76.34194831013916,97,21.47117296222665,93,58.94590846047157,52,70.93558282208589,89,-11.989674361614329,20,117.89181692094311,52,141.87116564417178,10,-23.979348723228654,20,blue
CL-15LCL-5BCL-0BCL-32GCL-93D,"15 N. Lang, 5 T. Bluiett, 0 S. Boum, 32 M. Guisse, 93 M. Diarra",10,15:25,39,40,28,15,15,10,66.7,80,13,5,38.5,56,6,5,83.3,64,10,3,7,13,2,2,9,35,30,21,7,13,5,38.5,13,8,2,25.0,19,14,14,100.0,90,11,4,7,4,0,5,10,CSP Limoges,Betclic Elite,15 N. Lang,5 T. Bluiett,0 S. Boum,32 M. Guisse,93 M. Diarra,CL-15L,CL-5B,CL-0B,CL-32G,CL-93D,925.0,46,102.56410256410255,77,85.71428571428571,48,16.849816849816847,69,101.1891891891892,70,90.81081081081082,71,10.378378378378372,78,65.27415143603133,71,55.22827687776142,38,10.045874558269915,71,130.54830287206266,71,110.45655375552283,61,20.09174911653983,71,blue
CL-15LCL-2BCL-0BCL-39BCL-93D,"15 N. Lang, 2 L. Beaufort, 0 S. Boum, 39 K. Baptiste, 93 M. Diarra",5,14:51,40,35,30,13,20,7,35.0,8,10,6,60.0,92,3,3,100.0,90,16,4,12,7,4,5,8,36,30,24,12,16,11,68.8,86,8,1,12.5,6,8,5,62.5,20,13,1,12,5,4,4,5,CSP Limoges,Betclic Elite,15 N. Lang,2 L. Beaufort,0 S. Boum,39 K. Baptiste,93 M. Diarra,CL-15L,CL-2B,CL-0B,CL-39B,CL-93D,891.0,45,87.5,52,83.33333333333334,54,4.166666666666657,52,107.74410774410774,87,96.96969696969698,42,10.774410774410754,78,55.87484035759898,40,54.50581395348837,36,1.3690264041106062,50,111.74968071519795,40,109.01162790697674,63,2.7380528082212123,50,blue
CL-11CCL-15LCL-5BCL-0BCL-93D,"11 A. Chassang, 15 N. Lang, 5 T. Bluiett, 0 S. Boum, 93 M. Diarra",6,14:30,42,32,33,12,14,7,50.0,34,19,5,26.3,26,4,3,75.0,43,22,12,10,9,2,3,8,31,26,22,10,9,7,77.8,96,13,3,23.1,14,5,3,60.0,17,7,2,5,6,2,3,5,CSP Limoges,Betclic Elite,11 A. Chassang,15 N. Lang,5 T. Bluiett,0 S. Boum,93 M. Diarra,CL-11C,CL-15L,CL-5B,CL-0B,CL-93D,870.0,42,76.19047619047619,31,83.87096774193549,53,-7.680491551459298,34,115.86206896551724,96,85.51724137931035,85,30.34482758620689,98,46.02991944764097,13,53.71900826446281,34,-7.689088816821837,29,92.05983889528194,13,107.43801652892562,65,-15.378177633643674,29,blue
CL-11CCL-15LCL-5BCL-2BCL-32G,"11 A. Chassang, 15 N. Lang, 5 T. Bluiett, 2 L. Beaufort, 32 M. Guisse",7,11:40,28,22,17,9,10,7,70.0,85,7,2,28.6,29,3,2,66.7,27,6,1,5,6,1,3,7,28,15,14,6,8,4,50.0,38,6,2,33.3,42,4,1,25.0,3,9,3,6,2,0,7,7,CSP Limoges,Betclic Elite,11 A. Chassang,15 N. Lang,5 T. Bluiett,2 L. Beaufort,32 M. Guisse,CL-11C,CL-15L,CL-5B,CL-2B,CL-32G,700.0,22,78.57142857142857,37,53.57142857142857,96,25.0,80,96.0,49,96.0,45,0.0,49,60.043668122270745,54,47.588832487309645,17,12.4548356349611,75,120.08733624454148,54,95.17766497461928,82,24.9096712699222,75,blue
CL-15LCL-5BCL-2BCL-32GCL-93D,"15 N. Lang, 5 T. Bluiett, 2 L. Beaufort, 32 M. Guisse, 93 M. Diarra",4,11:36,19,16,12,6,9,5,55.6,48,3,1,33.3,39,3,3,100.0,90,7,1,6,3,1,2,5,19,12,12,4,8,3,37.5,12,4,1,25.0,19,4,3,75.0,41,8,3,5,2,0,1,6,CSP Limoges,Betclic Elite,15 N. Lang,5 T. Bluiett,2 L. Beaufort,32 M. Guisse,93 M. Diarra,CL-15L,CL-5B,CL-2B,CL-32G,CL-93D,696.0,22,84.21052631578947,46,63.1578947368421,90,21.052631578947363,73,65.51724137931035,0,65.51724137931035,99,0.0,49,60.06006006006006,55,43.604651162790695,7,16.455408897269365,82,120.12012012012012,55,87.20930232558139,92,32.91081779453873,82,blue
ELP-5KELP-66ZELP-7DELP-23FELP-24N,"5 L. Konate, 66 K. Zoriks, 7 D. Diawara, 23 I. Fevrier, 24 J. Nunge",7,77:53,167,137,118,49,66,37,56.1,50,52,12,23.1,18,32,27,84.4,67,54,14,40,32,12,18,32,183,130,118,49,73,35,47.9,32,45,14,31.1,34,22,18,81.8,58,71,23,48,25,11,22,37,ESSM Le Portel,Betclic Elite,5 L. Konate,66 K. Zoriks,7 D. Diawara,23 I. Fevrier,24 J. Nunge,ELP-5K,ELP-66Z,ELP-7D,ELP-23F,ELP-24N,4673.0,98,82.03592814371258,41,71.03825136612022,79,10.99767677759236,62,85.76931307511234,14,93.98673229188958,57,-8.217419216777245,23,51.86250757116898,28,50.90852130325815,27,0.9539862679108352,48,103.72501514233797,28,101.8170426065163,72,1.9079725358216704,48,blue
ELP-4GELP-66ZELP-7DELP-23FELP-24N,"4 D. Gholston, 66 K. Zoriks, 7 D. Diawara, 23 I. Fevrier, 24 J. Nunge",-6,69:50,146,129,97,44,56,29,51.8,39,41,15,36.6,47,30,26,86.7,71,47,10,37,29,12,18,31,155,135,98,46,55,29,52.7,46,43,17,39.5,63,34,26,76.5,46,53,12,41,39,11,21,29,ESSM Le Portel,Betclic Elite,4 D. Gholston,66 K. Zoriks,7 D. Diawara,23 I. Fevrier,24 J. Nunge,ELP-4G,ELP-66Z,ELP-7D,ELP-23F,ELP-24N,4190.0,97,88.35616438356165,56,87.09677419354838,45,1.2593901900132636,48,83.62768496420047,10,88.78281622911695,78,-5.155131264916477,31,58.52994555353902,51,59.7556657223796,59,-1.2257201688405814,43,117.05989110707804,51,119.5113314447592,40,-2.451440337681163,43,blue
ELP-5KELP-4GELP-66ZELP-23FELP-24N,"5 L. Konate, 4 D. Gholston, 66 K. Zoriks, 23 I. Fevrier, 24 J. Nunge",18,64:25,150,131,104,48,57,33,57.9,54,47,15,31.9,34,22,20,90.9,78,54,16,38,29,11,16,27,152,113,108,47,78,37,47.4,31,30,10,33.3,42,18,9,50.0,10,55,19,36,36,12,15,31,ESSM Le Portel,Betclic Elite,5 L. Konate,4 D. Gholston,66 K. Zoriks,23 I. Fevrier,24 J. Nunge,ELP-5K,ELP-4G,ELP-66Z,ELP-23F,ELP-24N,3865.0,96,87.33333333333333,51,74.3421052631579,72,12.991228070175424,64,93.14359637774902,36,94.385510996119,55,-1.2419146183699894,45,57.617874736101335,46,48.740510697032434,20,8.877364039068901,67,115.23574947220268,46,97.48102139406488,79,17.754728078137802,67,blue
ELP-5KELP-4GELP-66ZELP-7DELP-24N,"5 L. Konate, 4 D. Gholston, 66 K. Zoriks, 7 D. Diawara, 24 J. Nunge",12,38:51,89,78,58,27,30,15,50.0,34,28,12,42.9,67,13,12,92.3,79,32,8,24,19,7,11,14,82,66,57,24,31,16,51.6,43,26,8,30.8,33,14,10,71.4,33,30,8,22,15,4,10,19,ESSM Le Portel,Betclic Elite,5 L. Konate,4 D. Gholston,66 K. Zoriks,7 D. Diawara,24 J. Nunge,ELP-5K,ELP-4G,ELP-66Z,ELP-7D,ELP-24N,2331.0,89,87.64044943820225,53,80.48780487804879,58,7.152644560153462,57,91.63449163449162,32,84.42728442728443,87,7.20720720720719,70,61.205273069679855,58,52.24825839138696,30,8.957014678292893,68,122.41054613935972,58,104.49651678277392,69,17.914029356585786,68,blue
ELP-5KELP-4GELP-66ZELP-7DELP-23F,"5 L. Konate, 4 D. Gholston, 66 K. Zoriks, 7 D. Diawara, 23 I. Fevrier",-2,32:40,65,55,46,19,28,11,39.3,14,18,8,44.4,71,13,9,69.2,32,15,4,11,10,6,9,15,93,57,60,24,40,21,52.5,45,20,3,15.0,8,11,6,54.5,12,40,19,21,11,6,11,11,ESSM Le Portel,Betclic Elite,5 L. Konate,4 D. Gholston,66 K. Zoriks,7 D. Diawara,23 I. Fevrier,ELP-5K,ELP-4G,ELP-66Z,ELP-7D,ELP-23F,1960.0,84,84.61538461538461,46,61.29032258064516,92,23.325062034739453,77,79.59183673469389,5,113.87755102040816,3,-34.28571428571428,1,53.17092034029389,32,43.95434916718075,8,9.216571173113138,68,106.34184068058778,32,87.9086983343615,91,18.43314234622628,68,blue
ELP-5KELP-4GELP-66ZELP-24NELP-1P,"5 L. Konate, 4 D. Gholston, 66 K. Zoriks, 24 J. Nunge, 1 D. Pinkney",-13,18:01,42,20,25,8,14,6,42.9,20,11,2,18.2,11,3,2,66.7,27,14,5,9,6,4,11,9,43,33,28,15,20,12,60.0,69,8,3,37.5,58,1,0,0.0,1,15,4,11,10,7,6,5,ESSM Le Portel,Betclic Elite,5 L. Konate,4 D. Gholston,66 K. Zoriks,24 J. Nunge,1 D. Pinkney,ELP-5K,ELP-4G,ELP-66Z,ELP-24N,ELP-1P,1081.0,57,47.61904761904761,1,76.74418604651163,66,-29.125138427464016,14,93.24699352451434,37,95.46716003700276,48,-2.220166512488433,41,37.993920972644375,3,58.0168776371308,54,-20.02295666448643,10,75.98784194528875,3,116.0337552742616,45,-40.04591332897286,10,blue
ELP-4GELP-66ZELP-1BELP-7DELP-24N,"4 D. Gholston, 66 K. Zoriks, 1 D. Burns, 7 D. Diawara, 24 J. Nunge",-18,17:18,37,29,26,11,17,8,47.1,28,9,3,33.3,39,4,4,100.0,90,9,3,6,8,2,4,9,37,47,26,17,18,13,72.2,91,8,4,50.0,84,10,9,90.0,77,13,3,10,11,3,5,4,ESSM Le Portel,Betclic Elite,4 D. Gholston,66 K. Zoriks,1 D. Burns,7 D. Diawara,24 J. Nunge,ELP-4G,ELP-66Z,ELP-1B,ELP-7D,ELP-24N,1038.0,55,78.37837837837837,36,127.02702702702702,0,-48.648648648648646,4,85.54913294797687,14,85.54913294797687,85,0.0,49,52.23342939481268,29,77.30263157894737,96,-25.06920218413469,6,104.46685878962536,29,154.60526315789474,3,-50.13840436826938,6,blue
ELP-4GELP-66ZELP-9MELP-23FELP-24N,"4 D. Gholston, 66 K. Zoriks, 9 G. Meyniel, 23 I. Fevrier, 24 J. Nunge",7,16:11,36,37,27,12,14,7,50.0,34,13,5,38.5,56,11,8,72.7,38,16,4,12,6,0,3,5,39,30,30,10,14,6,42.9,21,16,4,25.0,19,8,6,75.0,41,15,7,8,9,2,3,8,ESSM Le Portel,Betclic Elite,4 D. Gholston,66 K. Zoriks,9 G. Meyniel,23 I. Fevrier,24 J. Nunge,ELP-4G,ELP-66Z,ELP-9M,ELP-23F,ELP-24N,971.0,50,102.77777777777776,78,76.92307692307693,65,25.85470085470084,81,88.98043254376931,22,96.39546858908342,43,-7.41503604531411,26,58.10301507537689,49,44.749403341288776,10,13.353611734088112,76,116.20603015075378,49,89.49880668257755,89,26.707223468176224,76,blue
